id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens
276262,276242,12000,12000,9850, 36 months,18.61%,437.51,G,G5,Los Alamos National Laboratory,2 years,MORTGAGE,110000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=276262,I just got promoted and would like to impact my debt.,debt_consolidation,Just got promoted,875xx,NM,28.21,0,Mar-84,660,664,1,72,0,27,0,88391,89.90%,52,f,0,0,15750.34297,12928.41,12000,3750.34,0,0,0,11-Mar,451.38,11-Apr,14-Apr,619,615,0,1,INDIVIDUAL,0,0,0,,0
276091,276073,10000,10000,6324.999055, 36 months,8.63%,316.28,A,A5,Roman Marcus Appraisals LLC,7 years,MORTGAGE,87000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=276091,pay high interset debt; attorney fees to set up profit sharing...,debt_consolidation,trickles,452xx,OH,6.74,0,Nov-96,735,739,4,0,0,11,0,17794,34.80%,33,f,0,0,4427.92,2799.86,3583.55,841.71,0,2.66,0,9-May,316.28,9-Oct,16-Nov,599,595,0,1,INDIVIDUAL,0,0,0,,0
275696,275690,1000,1000,825, 36 months,8.63%,31.63,A,A5,Quest Global Management LLC,7 years,MORTGAGE,62100,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=275696,I am looking for additional capital to finance my Lending Club portfolio.,other,Finance Lending Club Loans,201xx,VA,18.03,1,Mar-97,735,739,2,2,0,9,0,80006,54.90%,41,f,0,0,1027.910709,848.06,1000,27.91,0,0,0,8-Jul,933.16,8-Aug,10-Feb,664,660,0,1,INDIVIDUAL,0,0,0,,0
274507,274484,4000,4000,3426.38, 36 months,10.71%,130.41,B,B5,,< 1 year,RENT,38000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=274507,I am looking for a 36 month amortization but plan to make a lump sum payment for the balance of the loan within 12 months.,debt_consolidation,Lower APR needed on debt,334xx,FL,3.85,0,5-Dec,685,689,0,0,0,2,0,6283,57.10%,3,f,0,0,4687.773694,4003.26,4000,687.78,0,0,0,10-Dec,524.77,11-Jan,14-Jan,659,655,0,1,INDIVIDUAL,0,0,0,,0
274059,273822,25000,25000,3650.01031, 36 months,11.97%,830,C,C4,Jim Barb Realty Inc,9 years,MORTGAGE,185000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=274059,"I am a 34 year old full time Realtor of 9 years in Northern Virginia. My wife Karen just returned to her full time teaching position within our public schools of 13 years. She was in a shared position for the last 4 years so she could be home with our 3 kids (that are all under 5) and the days she worked I kept the kids. In that time she finished her Phd, reared 3 kids for 18 months each, now is obtaining her administration certificate & national board certification. I am fortunate enough to work from home plus I have 2 local offices. We need a loan to offset costs from not only education but the very expensive preschool. We have good credit (I was 729 just last week) and typically good income. Never had major defaults, never anything major at all. With me being self employed it is tougher to get a loan even though I have had my business for 9 years, 6 of which with the same firm. My wife just returned (in Sept) to full time work, we had several years of intented reduced income but we made good investments and am able to live comfortably. That time at home was priceless and worth every penny and sacrifice! We have retirement, mutual funds, college savings plans for the 3 kids, substantial life insurance (perm & term) but we don;t want to touch them. We have supportive families however elect not to go that route. We own lots of real estate. All have equity available. The 2nd biggest reason for this loan is to replinish what we spent to SAVE one of our properties. My wife inherited a farm house that has been in the family for 5 generations. In order to get the deed we agreed never to sell the property (must go to our kids) and we will not use the property for collateral or borrow against it. It was broken into and then abandoned 20+ years ago after Karen's grandmothers death. It was in disrepair. Karen's mom has been battleing cancer for quite a while. Both her parents are aging so we decided to RESCUE the house & outbuildings, fix them up, and hold a surprise Christmas dinner there for her family. We did it! Now we have a nice farmette on 6 acres that we own free and clear - no leins - and are using it. It's value is $300,000+. We also own 2 resort waterfront properties that have substantial equity in them however because they are worth 1.2 million, combined, 2 props deeded as 1, it is hard to obtain a loan using typical mortgages due to secondary market conditions and requirments. That property is planned to be vacation & special event rentals this year but until then it is a second home. We have little unsecured debt. Several credit cards have zero or low balances but 2 are higher and need to be consolidated. Our family Volvo is owned free and clear, my truck only has 18 months left to pay on it, and we have a Nissan Van lease that is up in 4 months. We own 5 boats, 4 of which are owned free and clear. 1 has a balance of about 7k. We have a newer HELOC for 88k used for the fix up that if someone is interested we would like to re-do so we can sell the other property that it is attached to. For now we can really use this 25k to consolidate existing debts, get my wife through these last few professional certifications, and allow me to finish my West VA realtor's license (weeks away) to expand my business. What is left I plan to pamper my wife with a small trip and mini makeover! After years of growing it, she wishes to donate her hair to locks of love. I think she has enough for 1 1/2 childrens wigs. Please help! I read about this program and it sounded perfect for our needs. This is simply brilliant! Plus we intend to do the same for other people as soon as preschool is done! I have NOT been denied for any other loans. I have not applied recently for any other loans. If it helps I am also an Eagle Scout! ",educational,Family consolidation & edu,226xx,VA,22.72,0,Jul-92,725,729,4,29,0,11,0,226567,0.70%,24,f,0,0,3770,550.42,2357.48,1412.52,0,0,0,8-Sep,450,9-May,16-Nov,629,625,0,1,INDIVIDUAL,0,0,0,,0
273911,273897,20000,20000,6325.005674, 36 months,16.71%,710.18,F,F4,Advance Finance Group LLC,1 year,RENT,64000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=273911,"I am desperately trying to combine all my debt into ONE easy payment, where I do not have to worry about missing a payment.   I am at a very financially stable point in my life, but paying all these different payments are not decreasing my debt. If anything, I feel as though the high interest rates are causing my balances to climb higher and my credit score to decline.  Not only am I trying to get my debt under control, I am trying to prepare for my wedding as well.  There is no need to worry about me ever defaulting on my loan. I am very responsible - I even reconcile all my accounts everyday and keep track of every cent.  Thank you so much for your help!",debt_consolidation,Striving for a fresh start,100xx,NY,20.83,0,Mar-99,660,664,4,0,0,11,0,11881,50.80%,16,f,0,0,12848.87,4053.64,8305.72,4016.26,0,526.89,5.51,9-Sep,263.6,10-Feb,16-Oct,684,680,0,1,INDIVIDUAL,0,0,0,,0
267470,266072,12000,12000,10525.00155, 36 months,18.29%,435.58,G,G4,Qualcomm,3 years,MORTGAGE,102000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=267470,"I have a few oustanding debts that I would like to consolidate into one.  This will help me save a few extra hundred each month for several months.  I have an income generating project on the horizon that will help me get back on my feet and allow me to pay off my obligations.  I never simply make minimum payments and always pay as much as I can to lower my debt burden. However, these past 2 months, I've had some personal issues that has resulted in some financial hard times.  I need this loan to give me a little breathing room so that I can get back on my feet.",other,Consolidation,919xx,CA,14.8,0,Oct-96,650,654,1,30,0,23,0,52775,69.70%,57,f,0,0,8567.62,7512,5502.38,2772.85,0,292.39,3.39,9-Nov,26.41,10-Apr,16-Nov,674,670,0,1,INDIVIDUAL,0,0,0,,0
272788,272762,4000,4000,3264.797048, 36 months,13.87%,136.46,D,D5,The Creative Group,< 1 year,RENT,52000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=272788,"I am looking to pay down my credit card debt which I have accrued mostly while I was in college.  After college, I decided to go teach English abroad in France as I was a French major.  This really was a huge burden on my financial status since I was only paid about 750 euros a month.  I'll be honest, because of this I missed a few payments because I simply couldn't afford it.  The experience was definitely once in a lifetime, but I would rather not be paying down interest on my credit cards for a lifetime.    I have about a little less than $6k in credit card debt, and I'd love to get two of my cards paid off.  Hope you can help!",debt_consolidation,Want to Pay Off College Debt,300xx,GA,6.9,0,Nov-00,645,649,0,40,0,6,0,5272,78.70%,10,f,0,0,4912.473219,4001.91,4000,912.48,0,0,0,11-Mar,144.63,11-Apr,11-Mar,734,730,0,1,INDIVIDUAL,0,0,0,,0
272627,272622,11500,11500,8924.992062, 36 months,18.61%,419.29,G,G5,aura general construction,4 years,RENT,55000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=272627,in coming spring and summer i like to expand my construction company. i need a van and some money to buy construction equipments. ,other,expanding my construction company,112xx,NY,1.66,1,1-Dec,650,654,4,9,0,6,0,2097,17%,18,f,0,0,838.58,650.66,485.1,352.58,0,0.9,0,8-May,419.29,8-Dec,16-Nov,549,545,0,1,INDIVIDUAL,0,0,0,,0
272519,272515,9700,9700,8283.54, 36 months,14.82%,335.4,E,E3,Hilton Hotels,1 year,RENT,37500,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=272519,Need to consolidate cards to 1 monthly payment.,debt_consolidation,consolidate bills,088xx,NJ,27.04,0,Jun-97,690,694,5,0,0,12,0,26221,78.60%,30,f,0,0,12074.36159,10309.47,9699.99,2374.37,0,0,0,11-Mar,367.42,11-Apr,15-Jun,669,665,0,1,INDIVIDUAL,0,0,0,,0
272499,266039,8000,8000,7500.000048, 36 months,16.40%,282.84,F,F3,FEDERAL AVIATION ADMINISTRATION,10+ years,MORTGAGE,175000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=272499,TO PAY BALANCE OF 2007 IRS TAXES,other,IRS ,891xx,NV,23.84,0,Mar-95,655,659,3,0,0,20,0,65626,99.60%,37,f,0,0,8184.84,7673.07,5075.86,2303.05,0,805.93,221.8944,10-Oct,283.75,11-Mar,16-Oct,649,645,0,1,INDIVIDUAL,0,0,0,,0
272298,232221,3000,3000,2825, 36 months,12.92%,100.97,D,D2,Arapahoe Rental,3 years,RENT,40000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=272298,I would like to refinance my last two credit cards.  I am in the process of deleting my debt and have made tremendous steps within the past six months. My debt has been steadily decreasing and my goal is to be debt free in a year and a half.,credit_card,"Refinancing Two Credit Cards, NO DQ's",805xx,CO,15.73,0,2-Dec,660,664,24,0,0,10,0,7784,65.40%,24,f,0,0,3540.999118,3334.44,3000,541,0,0,0,10-Feb,1321.6,10-Mar,16-Nov,784,780,0,1,INDIVIDUAL,0,0,0,,0
272218,272215,20000,20000,4675, 36 months,12.61%,670.13,D,D1,Capgemini US LLC,1 year,RENT,107000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=272218,I would like to consolidate my existing loans and support my wife's graduate education.,educational,Loan Consolidation & Spouse's graduation,480xx,MI,15.88,0,4-Sep,685,689,5,0,0,11,0,12154,29.40%,20,f,0,0,22480.28731,5254.77,20000,2480.29,0,0,0,9-Jul,17.39,9-Aug,10-Sep,674,670,0,1,INDIVIDUAL,0,0,0,,0
272030,272025,8400,8400,8000, 36 months,16.40%,296.99,F,F3,US ARMY,3 years,RENT,49600,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=272030,I just moved from Ft Myer VA to Fort Benning and am trying to consolidate debt and help to buy furniture!,debt_consolidation,consolidate debt ,222xx,VA,27.7,0,2-Oct,670,674,5,0,0,6,0,27750,66.50%,10,f,0,0,9605.542913,9148.14,8400,1205.54,0,0,0,9-Mar,6346.24,9-Apr,13-Apr,754,750,0,1,INDIVIDUAL,0,0,0,,0
271819,271796,3200,3200,2875, 36 months,16.71%,113.63,F,F4,aps,< 1 year,RENT,42000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=271819,"I am in need of a personal loan... I have 3 wonderful kids and need to finish their rooms and get the truck fixed... I work full time and i am short 2000.00, and need to take out a loan to help me through this time. ",other,personal ,142xx,NY,28.06,0,May-99,670,674,5,0,0,8,0,25759,63.80%,12,f,0,0,0,0,0,0,0,0,0,,0,8-Dec,16-Nov,689,685,0,1,INDIVIDUAL,0,0,0,,0
271740,271082,11225,11225,6850, 36 months,15.13%,389.84,E,E4,LexisNexis,2 years,MORTGAGE,43000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=271740,Want to consolidate all credit card debt into a pay-off plan.  Will close credit cards as soon as paid off.  ,debt_consolidation,Time to Get on Track,303xx,GA,18.81,0,Aug-98,655,659,15,0,0,13,0,15284,76%,32,f,0,0,12809.02012,7816.64,11225,1584.02,0,0,0,9-Apr,8144.35,9-May,9-Sep,654,650,0,1,INDIVIDUAL,0,0,0,,0
271311,271246,9600,9600,6275, 36 months,15.45%,334.91,E,E5,Hemborg Ford,6 years,RENT,64000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=271311,I am trying to consolidate my credit cards and credit lines to be able to pay one company only. I am currently pursueing a Law Enforcement career which will require me to attend an academy for six month. I am also planning on asking my girlfriend to marry me. So i am just wanting to make it a little easier for me to concentrate on my career instead of worrying about money.,debt_consolidation,Consolidate Credit,925xx,CA,21.6,0,Sep-00,655,659,4,0,0,11,0,6324,95.80%,16,f,0,0,12065.95279,7886.86,9600,2465.95,0,0,0,11-May,22.96,11-May,16-Nov,729,725,0,1,INDIVIDUAL,0,0,0,,0
257100,257086,3175,3175,2550, 36 months,16.08%,111.75,F,F2,Precision Claims Service,6 years,RENT,36000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=257100,"I have gotten myself into some minor credit card trouble and would like your help into getting my life back on track.  2007 was a rough year for me and I was very irresponsible.  I am on the upswing though and would like to get my debts paid off.  A lump sum would allow me to accomplish this.  The monthly payments will be manageable as the interest rate is much lower than my credit cards.  Plus, I'm sick of the credit card companies getting all my extra cash.  Why not allow you guys to make some money and at the same time, help me get out this jam!  My take home pay is approximately $2,200/month.  And with rent, car fees, utilities and misc expenses it is hard to find any extra cash to pay down my high interest cards.  By paying a good chunk of these cards off, the money I save because of you will allow me to pay even more of the cards off until they are completely paid off.  I will be grateful for anything you can do.  Please contact me if you have any questions.",debt_consolidation,A Modest Proposal - Credit Card Help!,631xx,MO,26.03,0,1-Apr,665,669,12,0,0,2,0,19636,103.90%,4,f,0,0,3754.318046,3015.28,3175,579.32,0,0,0,10-Jan,65.25,10-Feb,10-Mar,669,665,0,1,INDIVIDUAL,0,0,0,,0
271058,271015,5000,5000,4025.001076, 36 months,13.24%,169.05,D,D3,Permanently Retired,10+ years,MORTGAGE,36000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=271058,"My life partner and I have had a horrible 14 months which involved 2 serious car accidents, completely not at fault.  The first lawsuit has settled.  Our attorney has in trust our settlement of $200,000.00.  Our portion is confirmed at $108,000.00.  The attorney needs one last hard copy piece of paper....doesn't change award....so it will be (guaranteed by attorney) the first week of April that we will each be cut our first checks of $54,000 each.  The problem is that with all of the surgeries and such and length of time it has taken for the suit to finalize; we have used all of our savings and credit resources.   We will be only 3 weeks shy of receiving our funds and we will be without utilities, we will lose our car and our home will become delinquent.   I have permanent social securityand disability of net $2300 per month.  The $5,000 will cover all of our expenses, food, etc for March and half of April (in the event that our attorney is off by a few days in cutting our checks to us).  This amount will keep our car in the drive-way, our lights on and bills current.  My monthly income will make your loan payment.   We will/I will pay your loan in full with interest and penalties by  the close of April.  My credit score is low and my partner and I share all credit and our mortgage.  She is a $90,000 a year income earner but will be unable to return to the workplace for another 2 months.  I am in hopes that you can help me.  Even a lesser amount of $2,000 would at least keep the wolves away.  ",other,Float/Survival Loan,925xx,CA,25.47,0,Apr-87,715,719,0,0,0,7,0,21991,102.80%,28,f,0,0,676.2,544.11,461.7,212.42,0,2.08,0,8-Jul,169.05,8-Dec,16-Nov,709,705,0,1,INDIVIDUAL,0,0,0,,0
270913,270889,6000,6000,3250.000685, 36 months,12.92%,201.94,D,D2,B&B Paint co Inc,3 years,RENT,23000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=270913,"I would like to pay off braces for my kid, and some small bills that I have",medical,private,982xx,WA,6.94,0,3-Mar,660,664,12,0,106,7,1,6934,75.40%,23,f,0,0,6670.67,3609.29,5194.47,1257.98,14.98662969,203.23,70.66,10-Dec,201.94,11-Apr,16-Nov,519,515,0,1,INDIVIDUAL,0,0,0,1,0
270826,270804,7500,7500,2350.003594, 36 months,9.76%,241.16,B,B2,OUR PERSONAL TOUCH CLEANING,10+ years,MORTGAGE,84000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=270826,I LOOKING FOR SOME HELP TO PAY OFF CREDIT CARD WITH A BETTER RATE.  I WAS NEVER LATE WITH ANY PAYMENTS. I'M JUST LOOKING TO START THIS YEAR WITH LESS CREDIT CARD BALANCES.,debt_consolidation,PAYING OFF CREDIT CARDS BALANCE,300xx,GA,7.03,0,1-Feb,735,739,6,0,0,16,0,37241,14.80%,59,f,0,0,3617.4,1131.18,2859.08,754.87,0,3.45,0,9-Jun,241.16,9-Nov,16-Nov,699,695,0,1,INDIVIDUAL,0,0,0,,0
270780,270758,5500,5500,4326.252234, 36 months,12.61%,184.29,D,D1,Stop and Shop,3 years,RENT,26000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=270780,"I'm not too bad in debt, only 5500 total, and I'm good at making my monthly payments.  But I only pull in $300 a week on average after taxes.  My weekly commute to work is $130, my phone is $110, $100 weekly goes to help my folks.  All in all I CAN get out of debt, except I have a high APR, 26%  It's like each time I make a payment, the monthly intrest rate eats it up and I'm stuck at where I was with minor improvments seen, and what few major improvements I make are right at the time that I need to pay my phone bills and train tickets.  At the moment $5500 is the total amount of my debt.  Assuming no buying until its paid off, minus my needed train and phone bills, if I put my remaining $470 a month to it, I would end out paying, well, at this rate until I retire  This site said a loan rate of 7.8%  If thats true then its a dream for me, I can pay off my debt compleatly, and not have a nearly as high rate to pay and I can get that under control in no time.",credit_card,My APR is killing me,110xx,NY,6.46,0,5-Jul,665,669,1,0,0,3,0,5153,65.20%,3,f,0,0,6667.770981,5235.58,5500,1137.77,29.99999988,0,0,11-Mar,201.39,11-Apr,16-Nov,649,645,0,1,INDIVIDUAL,0,0,0,,0
270518,270487,10000,10000,3744.24, 36 months,9.45%,320.1,B,B1,jb hunt,6 years,MORTGAGE,85250,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=270518,I am beginning my life with a new partner.  I respectfully request to borrow 25000 to cover the expenses that will incur and allow us to get settled together without too much stress.  Thank you for your consideration.  Paul,wedding,My New Life,782xx,TX,4.36,0,May-95,725,729,17,0,0,3,0,8271,47.80%,10,f,0,0,11526.20266,4176.62,10000,1526.21,0,0,0,11-Apr,4.01,11-May,16-Sep,559,555,0,1,INDIVIDUAL,0,0,0,,0
270344,270339,10225,10225,3450.001022, 36 months,14.18%,350.37,E,E1,Dolan & Associates,7 years,MORTGAGE,120000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=270344,I want to refinance my high interest credit cards.  Many of them are at 22%.   I am confident that getting a lower rate will make it easier for me to pay them off quicker.  ,credit_card,Refinance my High interest credit cards ,210xx,MD,4.94,0,Oct-96,655,659,5,40,46,8,2,5854,46.50%,13,f,0,0,8947.34,3009.53,6405.97,2521.13,0,20.24,6.56,11-Mar,68.82,11-Jul,16-Nov,629,625,0,1,INDIVIDUAL,0,0,0,,0
270165,250064,11200,11200,4749.997854, 36 months,14.50%,385.52,E,E2,,1 year,MORTGAGE,76000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=270165,"About Me: I am a hard working responsible individual.  I have been married for the past 7 years and have 3 wonderful children.  I obtained a BA in Information Systems and recently obtained a good paying job.  Other than hanging with my family I enjoy racing motocross with my son and working out.  Credit situation: Back in 2000 I filed for Chap. 7 Bankruptcy because I was young and not aware of how credit worked back then.  Since then I have been very responsible and have been  rebuilding my credit.  I have never been late on any payments.  Purpose of loan: The purpose of this loan will be to consolidate  2 outstanding loans that have interest rates of 25% and one credit card with a balance of $600.  Budget: I will be repaying this loan back with my paychecks each month.  Currently I bring home around $5200 per month.  My monthly expenses are around $4400, so paying this back will not be a problem.  I just want to lower my interest rate on my loan. Please see below for budget layout.  Monthly net income: $ 5100  Monthly expenses: $ 4355   Housing: $ 1100  Insurance: $ 105   Car expenses: $ 650   Utilities: $ 200   Phone, cable, internet: $ 120  Food, entertainment: $ 900   Credit cards and other loans: $ 930   Other expenses: $ 350  Closing: If you invest in me I can guarantee that I will be a good investment, as I said I am a very responsible family man that always pays his bills.  ",debt_consolidation,Pay off high interest debt!,410xx,KY,20.02,0,Oct-97,665,669,6,0,88,18,1,7327,50.90%,40,f,0,0,771.04,326.89,503.25,267.57,0,0.22,0,8-May,385.52,8-Dec,16-Nov,519,515,0,1,INDIVIDUAL,0,0,0,1,0
270048,269965,25000,25000,3875.005866, 36 months,10.39%,811.27,B,B4,Wholesale Auto Center,4 years,MORTGAGE,700000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=270048,"We provide loans for people with challenged credit in relation to vehicles. We have a higher interest rate than traditional lenders. We loan up to 50% of NADA Loan Value up to $5000 which ever is less, keeping a positive cash flow on the vehicle at all times. We keep the title of the vehicle until the note is paid as collateral. We have a 60% default rate in which we have the right to recover (repossess) the vehicle. Since we have been in business with Wholesale Auto Outlet Center they have only lost 2 vehicles since 2003. Since we are growing and we provide loans we require hard capital to continue lending and thus constantly require additional loans for funding. We currently have generated $8000 a week income with $300,000.00 total outstanding that is still owed to us. In short you will see an excellent return of your investment.",other,Business Third Party Lending,331xx,FL,0.81,0,Mar-98,735,739,1,0,0,22,0,200583,23.10%,56,f,0,0,12980.32,2010.43,10158.93,2819.15,0,2.24,0,9-Jul,811.27,9-Dec,16-Nov,704,700,0,1,INDIVIDUAL,0,0,0,,0
270035,269987,7800,7800,3653.253511, 36 months,13.87%,266.1,D,D5,Mccabe School,10+ years,RENT,47400,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=270035,Trying to improve my credit score and payoff my bills. I will be getting married in December and I want to be debt free for future.,debt_consolidation,Payoffs,922xx,CA,23.01,0,Sep-81,675,679,7,62,0,12,0,7073,60.50%,19,f,0,0,9579.302377,4458.9,7800,1779.3,0,0,0,11-Mar,273.79,11-Apr,11-Mar,499,0,0,1,INDIVIDUAL,0,0,0,,0
269996,267809,15000,15000,6350, 36 months,11.03%,491.3,C,C1,Genesis Healthcare,6 years,RENT,72000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=269996,"good day. i currently have credit cards with high APR's.i'm trying my best to pay them off like pay more than minimum payment required but i'm still left with high balances.the offer that i got fr. you w/ the terms,i felt relieved that i'll finally be able to pay it off in 3yrs time.thank you so much and pls consider my request.",debt_consolidation,debt help,088xx,NJ,6.5,0,5-Jun,705,709,1,0,0,13,0,10935,27.30%,14,f,0,0,17563.52237,7435.22,15000,2563.52,0,0,0,10-Aug,3832.33,10-Sep,10-Aug,679,675,0,1,INDIVIDUAL,0,0,0,,0
269834,269586,10000,10000,5635.86, 36 months,9.76%,321.55,B,B2,Wilshire Home Entertainment,10+ years,RENT,64992,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=269834,I'm getting married.,major_purchase,Personal Loan,913xx,CA,11.34,0,Jan-00,720,724,5,65,0,4,0,4945,2.70%,14,f,0,0,11520.58294,6444.5,10000,1520.58,0,0,0,10-Nov,852.55,10-Dec,10-Nov,764,760,0,1,INDIVIDUAL,0,0,0,,0
269694,269691,3200,3200,2825, 36 months,14.18%,109.65,E,E1,"Liberty One Real Estate, Inc.",4 years,RENT,25000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=269694,"Would like to lower my credit card rate, I've brought it down from $5,500 to $4,000 but I've had to pay a lot of interest on it. (Credit Card is a result of a family member obtaining card under my S.S. without my conscent.) Thank You!",credit_card,Pay off high interest Credit Card,932xx,CA,22.32,0,4-Aug,655,659,1,0,0,7,0,5993,52.10%,11,f,0,0,3945.584905,3483.21,3200,745.58,0,0,0,11-Mar,113.26,11-Apr,11-Mar,739,735,0,1,INDIVIDUAL,0,0,0,,0
269033,269018,24000,24000,1025, 36 months,10.71%,782.44,B,B5,Juniper Networks,2 years,RENT,99996,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=269033,I would like to pay off this loan as early as onw year. I do not like to pay any rpepayment penalties. ,moving,Need this loan for even on 24 mth term,950xx,CA,0.35,0,6-Jan,730,734,1,0,0,5,0,1344,7.70%,7,f,0,0,28484.77667,1216.54,24000,4406.54,78.24000011,0,0,10-Nov,8390.03,10-Dec,12-Jul,724,720,0,1,INDIVIDUAL,0,0,0,,0
268346,268336,5000,5000,4699.999217, 36 months,13.24%,169.05,D,D3,Hunan Manor,7 years,RENT,28000,Not Verified,8-Mar,Does not meet the credit policy. Status:Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=268346,"This loan is require for purchasing a used car.  Since the minimum loan requirements from banks are $7500 and for cars less than 5 years old, I was not qualified.  I do have good credit history with no miss payments and current have a auto loan with Citifinancial Auto.  I do have quite a few credit cards too, again with no missed payments. If there are any lenders, please feel free to contact me.  Thank you for your time.",car,Funds to Purchase a 97' Mazda Miata,727xx,AR,19.54,1,Apr-97,665,669,5,20,0,18,0,13542,56.40%,21,f,0,0,3003.6,2823.2,2109.94,754.73,8.53,130.4,1.58,10-Feb,9.18,10-Feb,16-Oct,684,680,0,1,INDIVIDUAL,0,0,0,,0
268165,268161,5500,5500,5000, 36 months,15.45%,191.88,E,E5,self,< 1 year,MORTGAGE,100000,Not Verified,8-Mar,Does not meet the credit policy. Status:Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=268165,I have a credit account in which the low introductory rate just ended and I'm looking to replace it with a better rate.  I'm planning to refinance my mortgage in a few months and would rather not have a credit inquiry on my FICO report.  I will use this money to pay off the credit account and maintain my lower monthly payments.,credit_card,Paying off a high interest credit card,916xx,CA,22.46,0,Apr-83,645,649,6,54,0,18,0,70533,79.40%,57,f,0,0,6837.165033,6215.6,5500,1322.17,14.99999994,0,0,10-Jul,1651.74,10-Aug,14-Aug,734,730,0,1,INDIVIDUAL,0,0,0,,0
